DrugID,TargetID,label
D08WNN,T62276,0
D08LVH,T23499,0
D0Y4HL,T03346,0
D04ZKY,T16633,0
D02KAF,T43206,0
D0BN4Y,T59881,0
D07PHS,T87670,0
D04USC,T72267,0
D0MU1V,T84439,0
D02FCY,T72032,0
D05NKX,T25307,0
D0K2EX,T06182,0
D0SP2J,T38529,0
D06MIQ,T46828,0
D0L6LD,T98933,0
D0G6EI,T46456,0
D0T2GA,T72595,0
D0B4CD,T15556,0
D0Y1PG,T09826,0
D0MY0E,T09909,0
D01THG,T79961,0
D07PZQ,T28309,0
D06NAM,T64765,0
D0F3XQ,T39716,0
D09RNF,T77796,0
D04URO,T42822,0
D0C2DN,T82083,0
D08LVH,T88531,0
D0N2SR,T96235,0
D04JCK,T76414,0
D09TWW,T20331,0
D0UD1Y,T97917,0
D0J0KG,T59875,0
D0V6KN,T80858,0
D0X7VB,T39716,0
D08CTL,T62193,0
D0MH8O,T52790,0
D0WS1V,T61243,0
D0T8OD,T78709,0
D0YP7B,T42822,0
DT56YX,T76685,0
D06GNF,T20709,0
D0L8DV,T53381,0
D01JMC,T86364,0
D04BYU,T31204,0
D0Q2PF,T88505,0
D0L9ZQ,T88714,0
D09ZPN,T68834,0
D04BYU,T51426,0
D0N8BJ,T36557,0
DE5N3K,T74238,0
D01UVA,T23714,0
D03IMJ,T69485,0
D0O9ZY,T11211,0
D07TMZ,T09572,0
D0TF0T,T16336,0
D0NY1R,T17523,0
D0SP2J,T62391,0
D02FAA,T13714,0
D0V9TZ,T75643,0
D0U7HL,T43206,0
D01USH,T22285,0
D03DIG,T74456,0
D0A8NB,T97917,0
D06VZE,T85115,0
D0VU2M,T92185,0
D04FHG,T77365,0
D0W2TQ,T52522,0
D0UL7R,T18950,0
D0K1HD,T61243,0
D06ZVB,T49493,0
D02FAA,T98091,0
D0D4TY,T09909,0
D09TNC,T45674,0
D0FM3Q,T12108,0
D09FYQ,T02333,0
D0E8CZ,T60693,0
D0K8VA,T13714,0
D0B6FM,T24983,0
D0S3XI,T13726,0
D01WXZ,T92609,0
D04URO,T00890,0
D0E9AY,T73476,0
D05MXO,T98091,0
D0V9TZ,T67894,0
D01HRV,T73482,0
D02NZI,T32060,0
D0M3FJ,T11072,0
D00HTY,T78581,0
D0Y9IB,T85467,0
D0FC0B,T31227,0
D06DUE,T09572,0
D0TD1R,T21689,0
D05PYO,T13644,0
D0L3MJ,T60362,0
D0O3NG,T18876,0
D0EO3S,T88714,0
D0U2OO,T10383,0
D03PEA,T59604,0
D0T7YE,T56588,0
D0YZ8I,T77796,0
D0GF4I,T78656,0
D02RQP,T72595,0
D0K4GK,T59577,0
D0Q0YS,T22939,0
D0T9OL,T22118,0
D0Y9TS,T50089,0
D0WM5O,T02551,0
D0Q0LH,T28330,0
D0Z3WA,T16336,0
D03XIS,T27944,0
D7LQJ8,T87831,0
D09UMP,T23714,0
D0N8MQ,T58921,0
D0OP8W,T55654,0
D04QBY,T82083,0
D0J2VQ,T23499,0
D0Q2MX,T72032,0
D0B1EQ,T25608,0
D00HTO,T63465,0
D0G6AQ,T69485,0
D01BXE,T28692,0
D0H8ID,T73859,0
D0YZ8I,T51385,0
D0T6TW,T58921,0
D0S4FV,T72267,0
D0V5HV,T38012,0
D03YBH,T96079,0
D01HUN,T46482,0
D0V3ZA,T79062,0
D0MT5C,T58130,0
D0S2BB,T60362,0
DW5R6Y,T00254,0
D06VZS,T30985,0
D0R5QF,T88531,0
D0HR1V,T51115,0
D02HUB,T39716,0
D00EOP,T57943,0
D06GNF,T58992,0
D02KIM,T44068,0
D08WBJ,T61243,0
D09HJL,T89034,0
D0Q8WG,T97917,0
D0R5GS,T44919,0
D07PSF,T88505,0
D0C5VQ,T18876,0
D0LJ7R,T21038,0
D03FLT,T96079,0
D00MIX,T95923,0
D0C1IW,T83813,0
D0G5QB,T80858,0
D04ASH,T17721,0
D04DGE,T61227,0
D0T4WF,T33902,0
D0U7BI,T21038,0
D07MIE,T99347,0
D0G5ZL,T73482,0
D0T8KF,T60077,0
D0J6JT,T88185,0
D0WB8E,T93788,0
D07FLX,T63393,0
D01HRV,T61657,0
D05NKX,T05849,0
D02WJT,T97613,0
D0K5CB,T93788,0
D0Z2TV,T94085,0
D0K5KL,T59881,0
D05DAG,T67894,0
D0V8YH,T73724,0
D0S6KX,T79232,0
DDI6B0,T80513,0
D8VH5Q,T56588,0
D0MT5C,T78692,0
D01CNF,T51408,0
D0R5GS,T59875,0
D09AQK,T46937,0
D03ZNB,T74238,0
D0US4S,T78581,0
D07MBC,T78581,0
D0P6IV,T73482,0
D0C0KJ,T92072,0
D01BPF,T16633,0
D01WVV,T11241,0
D0U6NZ,T52921,0
D0Q4EU,T95605,0
D00GES,T66237,0
D07XUM,T63465,0
D0SM3V,T49526,0
D0D5OY,T38161,0
D00GTC,T78205,0
D0U7WF,T76414,0
D0AQ3H,T69485,0
D06XTT,T59881,0
D0A8PD,T59626,0
D07OSA,T69091,0
D02ZML,T24983,0
D0T1FC,T16156,0
D0P6KN,T82146,0
D0G1RT,T62306,0
D00ZCU,T52297,0
D01STE,T75797,0
D02ALD,T52790,0
D04KJO,T45674,0
D0VU2M,T78692,0
DMDS20,T53381,0
D0N7NK,T86273,0
D08ZJM,T23714,0
D0K5CB,T64765,0
D03YAS,T60362,0
D00GTU,T88714,0
D0Z9RJ,T56588,0
D0O9EM,T05849,0
D05QYR,T73476,0
D01YEN,T37693,0
D0WC8M,T00895,0
D0XG6U,T95605,0
D0M5EC,T97413,0
D04URO,T49493,0
D0A1SP,T84486,0
D0A0KP,T11211,0
D09XVQ,T87023,0
D0UW5J,T08922,0
D06JPQ,T76846,0
D08EXR,T52790,0
D09SCS,T36075,0
D0UH9E,T33584,0
D0KE4Z,T16633,0
D07YTL,T16156,0
D0T3KI,T47094,0
D0K4GK,T13644,0
D0K8ZZ,T91894,0
D02KAF,T56272,0
D05PKR,T88185,0
D0TC7N,T86364,0
D0TM0N,T15556,0
D95KWS,T30985,0
D0R5QQ,T86271,0
D06GKL,T67710,0
D0B1EQ,T17721,0
D01HUN,T64830,0
D07EOD,T29500,0
D07MFG,T11241,0
D0G1XL,T42724,0
D04JPQ,T36075,0
D02WJT,T77913,0
D0P6IV,T59604,0
D02OAJ,T23499,0
D01SJC,T23666,0
D07PHS,T90782,0
D0R7OD,T59875,0
D0A8NB,T18616,0
D0Q9QQ,T60693,0
D0A0KP,T10383,0
D0PM5R,T06182,0
D0T4PS,T78581,0
D0O9XN,T11211,0
D0U1SF,T78692,0
D07TAL,T22285,0
D0ET2F,T71192,0
D04ASH,T00895,0
D0DY7W,T51385,0
D05CRG,T38012,0
D0DX8T,T67684,0
D0T5EI,T53186,0
D00ZXX,T91894,0
D0JB3H,T59881,0
D0FH6P,T53186,0
D02FCY,T42724,0
D09ROS,T02728,0
D0P9KL,T52921,0
D08FKH,T17721,0
D0I2RB,T22285,0
D0T4PS,T42724,0
D0HR1V,T17758,0
D05OZQ,T26500,0
D0Y2JY,T35664,0
D05CRG,T04210,0
D03TNA,T50089,0
D08ZJM,T60693,0
D0K3UL,T74238,0
D08ZJM,T76846,0
D05CRG,T86271,0
D0Y8UF,T59577,0
D01STE,T95605,0
D04QSJ,T92185,0
D0FZ6A,T44919,0
D09UVB,T69091,0
D07LYU,T53381,0
D02ULU,T79961,0
D02ALD,T79232,0
D0J5RN,T62306,0
D0SU1F,T49526,0
D0R1ZD,T25705,0
D0UL7R,T61722,0
D0V4PZ,T15497,0
D0EO3S,T31204,0
D07FLX,T78709,0
D0RF9T,T52921,0
D08EBT,T00895,0
D0MP8E,T62974,0
D07TVE,T94085,0
D00DPX,T03818,0
D08QKF,T00895,0
D03YVO,T87670,0
D03XIS,T47888,0
D0ZU0O,T08133,0
D06YFA,T69506,0
D0Q9IU,T97917,0
D0YP0T,T72841,0
D0YP0T,T62974,0
D06TWE,T87166,0
D0F5AR,T31204,0
D0CK9K,T00895,0
D0N6YV,T92640,0
D0B0EB,T87023,0
D07MIE,T61227,0
D06YZB,T72267,0
D0X2NO,T87831,0
D0F1UL,T16156,0
D0ZP2D,T47768,0
D0I4GI,T73476,0
D0Y9TS,T59679,0
D09SCS,T48268,0
D00AYW,T11448,0
D0T0AG,T65236,0
D09LVP,T92072,0
D0Y0RW,T61657,0
D0G9IP,T62974,0
D02KAF,T11448,0
D05QYR,T72032,0
D0M3LK,T72267,0
D07EDS,T59604,0
D09LPG,T62306,0
D0H2YM,T39123,0
D05NZV,T73482,0
D0Y2XY,T46937,0
D0CW1P,T88531,0
D0R5GS,T10383,0
D02GEQ,T51426,0
D0YP7B,T62820,0
D0N4PL,T68876,0
D00GTU,T88505,0
D0JB3H,T61657,0
D00FTQ,T30219,0
D09DXN,T12108,0
D05QJY,T46937,0
D05NZV,T13852,0
D02RQP,T15497,0
D0Q8TJ,T23499,0
D0Q9GU,T79780,0
D0Y0RW,T80858,0
D08PFA,T22285,0
D0P3DM,T92185,0
D09DSK,T77548,0
D0Y2NE,T36557,0
D03NHS,T53024,0
D08BCH,T98933,0
D0Z6UC,T15556,0
D0J0KG,T03818,0
D0Y5QR,T44861,0
D04ULI,T87831,0
D0V8YH,T67162,0
D0K4GK,T34234,0
D08QXD,T45674,0
D07PHS,T82146,0
D0GW6V,T65197,0
D00ZFP,T72458,0
D0KE4Z,T49526,0
D0N7SG,T53024,0
D0HE1P,T80513,0
D0G5TU,T65236,0
D0U0VH,T92076,0
D0U7HL,T96235,0
D01YIF,T13644,0
D03PYX,T61657,0
DBND71,T95605,0
D0A5EF,T97613,0
D07LWT,T22285,0
D05MXO,T90782,0
D0UK7K,T25307,0
D00PJJ,T57943,0
D0W6RV,T28893,0
D0E0MH,T22939,0
D0UH9E,T59626,0
D0K6AF,T67818,0
D01USH,T25307,0
D09RRF,T61227,0
D0T6SC,T78692,0
D0K0MW,T33584,0
D0N0IQ,T93515,0
D07ZNP,T37046,0
D05KEE,T41580,0
D0DH5X,T16633,0
D01ZHW,T86364,0
D06AUX,T45674,0
D0I8FI,T52522,0
D09QZI,T95923,0
D0A9ED,T46828,0
D0H8OH,T63393,0
D03LFR,T58992,0
D0L2LS,T20575,0
D0T3KI,T92185,0
D0V5DX,T46828,0
D0O4NR,T28692,0
D0B7AH,T12108,0
D0N9VZ,T92689,0
D09AOO,T47888,0
D0L7ZD,T53381,0
D00SOZ,T88505,0
D0J7RK,T01777,0
D09FOM,T67818,0
D01HUN,T94085,0
D0I5VA,T73859,0
D03TSY,T28692,0
D02OAI,T23499,0
D0K6TI,T69091,0
D0M9LM,T78205,0
D01WUA,T52297,0
D01EOQ,T39380,0
D05RGW,T44919,0
D0M3CG,T73476,0
D07LJH,T30563,0
D09ZQX,T12475,0
D02OAJ,T15556,0
D01PKZ,T99402,0
D02YKI,T39123,0
D07TVE,T53381,0
DDI6B0,T51115,0
D0JK0I,T11241,0
D0BQ8M,T97413,0
D0B4CD,T75643,0
D0G5ZL,T56588,0
D0Y4SI,T95605,0
D0H6QU,T88714,0
D0K3UO,T99347,0
D03YGR,T25705,0
D07OAF,T72841,0
D0IT2G,T52297,0
D02UUO,T71192,0
D09IEO,T77796,0
D07YVK,T13852,0
D0Z2TV,T72458,0
D0K5KL,T77365,0
D0Q5SV,T73476,0
D07TVE,T63393,0
D01BWV,T76414,0
D0N6AY,T56588,0
D0CT1F,T73724,0
D06JPQ,T85467,0
D0M2LD,T83813,0
D05MXO,T63393,0
D0T0AG,T68834,0
D0G1YN,T42724,0
D0N6FZ,T93788,0
D09ULA,T33902,0
D0X5NX,T16691,0
D07CJR,T79591,0
D0LL7N,T60693,0
D0W9ZT,T28893,0
D07KMN,T46828,0
D0L8NF,T15556,0
D03PEA,T95605,0
D0VA7C,T86591,0
DW5R6Y,T85467,0
D0L5WA,T76846,0
D0S2LO,T82083,0
D0W3PY,T00254,0
D0O8BS,T93788,0
D05KBP,T67894,0
D0E4YP,T58130,0
D06QYM,T69485,0
D0N5CW,T35842,0
D0FC0B,T29678,0
D0RF4L,T72595,0
D06ZXH,T11241,0
D0N1HL,T14731,0
D0LR1M,T82146,0
D0EO3S,T62820,0
D05OUQ,T02719,0
D0SU1F,T79232,0
D0XH1H,T48268,0
D0V8YH,T65197,0
D0K8IX,T17758,0
D0R4RN,T98091,0
D01YDR,T38012,0
D01THG,T99954,0
D0VE9G,T49526,0
D03YBH,T29678,0
D06DUE,T72267,0
D0A1AQ,T76685,0
D01JGG,T42822,0
D0PO7F,T29678,0
D0I4DQ,T52790,0
D07MME,T65783,0
D06XMU,T76846,0
D0K8ZZ,T83813,0
D0Q3WV,T56923,0
D0C5VQ,T02719,0
D04LEF,T22285,0
D04MLE,T44919,0
D06QYM,T78709,0
D00GHK,T17523,0
D0FZ6A,T76198,0
D07HTM,T18950,0
D0L1XR,T15497,0
D0V4WT,T92640,0
D05HKB,T76678,0
D07PSF,T09909,0
D0W9ZF,T15571,0
D09LVP,T17758,0
D0US4S,T41580,0
D0U1SF,T80513,0
D00PQC,T39123,0
D0W2FU,T15497,0
D0S8AN,T12475,0
D00ZGF,T88185,0
D0U0KR,T92076,0
D06PIW,T38161,0
D0P3DM,T47768,0
D0C5SV,T77365,0
D03BNO,T97917,0
D05QTJ,T62391,0
D0F7XM,T16633,0
D08ECP,T65783,0
D0T4PS,T67710,0
D02MJE,T43206,0
D02RUO,T23666,0
D0X9PF,T62276,0
D0W2TQ,T60077,0
D0V3OY,T28893,0
D03GWY,T79961,0
D0P0SM,T21038,0
D0OM9G,T09909,0
D0EM9A,T79780,0
D0C6YC,T76846,0
D0K5QH,T29678,0
D0Y3TM,T56143,0
D08RQW,T59604,0
D0Q9SC,T47888,0
D0M8IT,T82702,0
D0G7TT,T73859,0
D04ZKY,T73476,0
D0YB7F,T61227,0
D09QZI,T96079,0
D07BAH,T74456,0
D0YS2W,T78656,0
D03ZNB,T05849,0
D08JOS,T94085,0
D09OYA,T63465,0
D0BB0O,T58130,0
D05ONA,T61657,0
D0L9ZQ,T51408,0
D0K3OK,T86271,0
D0C2UJ,T61622,0
D09WBJ,T88505,0
DFBJ28,T79591,0
D01CNF,T69485,0
D0F6TD,T62912,0
DMDS20,T21038,0
D0L3MJ,T86271,0
D0J0NS,T25608,0
D01BVI,T76414,0
D0R5QQ,T42724,0
D0MY0E,T75643,0
D0WD8M,T61622,0
D02XKE,T16691,0
D0OM9G,T72032,0
D00HTO,T69091,0
D02VZP,T28893,0
D0C4BI,T07806,0
D0L5YV,T32060,0
D0QX9K,T97413,0
D03TDW,T86271,0
D0X2MQ,T80513,0
D0W9ZT,T36059,0
D07GMY,T20575,0
D04PHC,T05849,0
D07ZTO,T78205,0
D08WOV,T13714,0
D07EOD,T38529,0
D0G8FF,T96235,0
D05LWE,T68876,0
D0Y8UB,T21689,0
D0T2KY,T73859,0
D09HWZ,T61227,0
D0M9RQ,T31204,0
D00ZXX,T78581,0
D0H9EY,T95923,0
D03DJL,T29678,0
D07YFL,T16691,0
D0S0QY,T76198,0
D0PN9E,T03818,0
D0NH6Q,T30985,0
D03WIK,T79780,0
D04JSE,T78581,0
D05UBB,T13644,0
D07GMY,T33584,0
D0G6AQ,T47768,0
D0K6MI,T74570,0
D0TH6M,T11072,0
D05LWE,T01777,0
D04IWB,T70539,0
D7LQJ8,T17523,0
D04ASH,T06182,0
D0R4GX,T38012,0
D05ZWG,T07173,0
D0X5NX,T75797,0
D0D7UD,T48268,0
D04BCB,T75643,0
D0OT9B,T20575,0
D06OBX,T88185,0
D09TGC,T88505,0
D0Y2JY,T62974,0
D01NQM,T82702,0
D06AVM,T82702,0
D04FHG,T63465,0
D0X5NX,T59604,0
D0K5KL,T84439,0
D0B0EB,T93788,0
D0C7WO,T28330,0
D0Q2RP,T09826,0
D0L9ZQ,T56923,0
D0Y1WV,T87831,0
D04QBM,T76846,0
D07OAF,T87166,0
D09DXN,T85115,0
D0Y7XC,T56923,0
D02HHW,T72841,0
D0V4FZ,T46185,0
D02UWB,T44919,0
D03YAS,T03818,0
D0C6YC,T69485,0
D0F6YM,T99524,0
D0FB7S,T38161,0
D05KEE,T49493,0
D0U3WW,T16691,0
D0T7YE,T76846,0
D02UHS,T46456,0
D00WCX,T18616,0
D0YO2D,T42822,0
D08ZYC,T33584,0
D0HN2M,T58921,0
D0P0SM,T92828,0
D08JYT,T30219,0
D08ZIH,T25705,0
D00EOP,T79232,0
D0WN1Y,T13726,0
D02VZP,T92072,0
D03LFR,T67818,0
D00GTC,T68782,0
D01OXH,T47094,0
DZ28EB,T60077,0
D02SPI,T06182,0
D0D8DA,T87166,0
D0U4ZV,T85467,0
D0S4MN,T62820,0
D0BV3J,T72267,0
D0BK8V,T78205,0
D07ZQB,T29683,0
D02HHW,T08922,0
D0Q4CS,T92072,0
D0OR4G,T46456,0
D00CVJ,T65236,0
D0Y0RW,T24793,0
D03GHN,T79232,0
D0Y6LS,T61622,0
D08QMX,T28330,0
D0L9KH,T42822,0
D0L8DV,T42392,0
D02SPI,T59679,0
D0E6ME,T27944,0
D0S3UM,T75797,0
D0Q5SV,T29678,0
D01HUN,T84439,0
D03MYO,T71192,0
D08DFY,T92144,0
D0YP7B,T94085,0
D0T8OD,T67684,0
D00PEH,T02719,0
D0Z7CZ,T36557,0
D0FH6P,T95302,0
D04DOV,T20331,0
D02DGU,T02333,0
D0AU0F,T73476,0
D0Y8UF,T11072,0
D02ALD,T72032,0
D07QHF,T79780,0
D0R8GW,T28309,0
D08MNO,T92076,0
D0YA7R,T13726,0
D07LZH,T53381,0
D0X9PF,T47768,0
D0U7SH,T48703,0
D08TWT,T12108,0
D02XKE,T15571,0
D0B5ZA,T79961,0
D03MYO,T87670,0
D0J5DC,T72032,0
D5XV9K,T88185,0
D05OZQ,T67894,0
D00CDM,T05849,0
D0I4GI,T78709,0
D0D1FC,T46185,0
D09AQK,T62193,0
D0X2MQ,T99402,0
D02KMG,T09572,0
D0P0PP,T30563,0
D00GHK,T60362,0
D0O9XN,T49493,0
D0P6KN,T28893,0
D0A4LL,T08922,0
D0W2TQ,T16555,0
D01JMC,T80858,0
D0V4QS,T34234,0
D04LEF,T72032,0
D0C6MS,T76846,0
D0F3XQ,T13852,0
D0V8YH,T53024,0
D0K6TI,T02719,0
D0V8YH,T45674,0
D07EDS,T04210,0
D0Q8TJ,T67818,0
D09FZF,T28213,0
D06KHW,T80858,0
D05PDF,T99524,0
D01HCL,T93788,0
D0R6BI,T62974,0
D0N0LB,T45674,0
D07WYI,T09572,0
D0OC1W,T99954,0
D0YB7F,T67162,0
D0V5HV,T46521,0
D02MMY,T60182,0
D0H3MO,T59577,0
D0X7KB,T67710,0
D02SMK,T02551,0
D0O4XW,T03818,0
D09XVQ,T08133,0
D0G3KY,T92076,0
D01UXW,T86679,0
D07ZGV,T51408,0
D0GW6V,T08133,0
D01HUN,T02333,0
D04ODO,T47768,0
DW18LK,T72841,0
D04DQZ,T57943,0
D0F6AB,T53024,0
D0YO2D,T35664,0
D0J1AV,T71192,0
D0X6PY,T18950,0
D0Y6ZK,T39716,0
D0P4BQ,T56923,0
D00ZCU,T79062,0
D0D2JB,T07806,0
D09OQV,T64765,0
D0PE1A,T56143,0
D0N5JJ,T87670,0
D0GF4I,T28893,0
D0C3EX,T36059,0
D0F5AR,T44068,0
D0IL7L,T07806,0
D0T2QL,T43206,0
D00VCW,T89034,0
D0J0KG,T56272,0
D0IW4R,T59328,0
D04ULI,T46828,0
D04JSE,T68876,0
D00UZO,T78581,0
D0I4ME,T06182,0
D06SBK,T47094,0
D0ZF1W,T76678,0
D03ZEL,T99524,0
D09RGZ,T25608,0
D05CEM,T27944,0
D0BS2Q,T27944,0
D0W9NO,T16156,0
D05VGC,T68782,0
D0C5VQ,T59626,0
D0W3PY,T09826,0
D07MFG,T78581,0
D08HBN,T48703,0
D03ZEL,T48268,0
D0E5XM,T58921,0
D09AOO,T82146,0
D07OAF,T78656,0
D0R7JT,T80858,0
D02SPI,T17758,0
D03OGA,T67818,0
D0FM2P,T36059,0
DE7BZ4,T67894,0
D0X9PF,T73476,0
D0L9ZQ,T84117,0
D0YS2W,T62306,0
D01XIW,T52297,0
D04DZE,T76678,0
D0K1TQ,T62841,0
D08FKH,T99816,0
D0O9XN,T51385,0
D0X9YS,T73859,0
D0M8DU,T40016,0
D03SAM,T60182,0
D0J1ML,T62193,0
D04KQT,T67710,0
D0G8FF,T62974,0
D01UUD,T05849,0
D08LZI,T77365,0
D03PEA,T96235,0
D02RAN,T80513,0
D01ZCI,T73859,0
D06TOI,T39716,0
D0E1UA,T46521,0
D0U7YK,T97613,0
D0E9QX,T62974,0
D0N2SR,T03346,0
D06HCF,T67710,0
D0IE4H,T02719,0
D0PB6B,T96235,0
D0L1KX,T92072,0
D0O1LU,T29678,0
D05KBP,T00895,0
D01WVJ,T34234,0
D0SA1N,T13714,0
D0G3TV,T90782,0
D03FLT,T13726,0
D07MBC,T24983,0
D0N6FZ,T60362,0
D0J8UV,T20575,0
D0L1XR,T02728,0
D02SQF,T84439,0
D0TM0N,T59604,0
D02UUO,T11448,0
D08JOS,T29500,0
D03TDN,T51426,0
D01WUA,T46482,0
D0B5ZA,T51408,0
D08SLS,T65236,0
D0S9YX,T57943,0
D0I2SD,T73482,0
D0F7XM,T73724,0
D0V0IX,T61722,0
D0Y6FA,T02551,0
D0C7WO,T21689,0
D0GR0T,T66237,0
D00SZR,T05849,0
D0X0OP,T80858,0
D08XGH,T76678,0
D01GTU,T28213,0
D00YWP,T62193,0
D0H6DZ,T51408,0
D0M3LK,T61227,0
D07YDE,T95923,0
D0H1EB,T62276,0
D0T2PL,T23666,0
D06TWE,T26500,0
D0E9TP,T27944,0
D07HTM,T74238,0
D01OXH,T86679,0
D0Z1FX,T86364,0
D0L8NF,T46482,0
D0R2SK,T39716,0
D08XBQ,T46185,0
D02ULU,T55956,0
D0PZ9R,T86679,0
D0Q9QQ,T38161,0
D0C1IW,T92828,0
D09CZA,T28893,0
D06ZVB,T47888,0
D04MOF,T62912,0
D01TEA,T24793,0
D0LC5O,T36059,0
D0N4OW,T76685,0
D0FW8K,T02728,0
D08EEU,T61622,0
D06TWE,T58130,0
D04MOF,T76198,0
D07COX,T22285,0
D08NQA,T87166,0
D07OAF,T04210,0
D01FUB,T08922,0
D0LX6R,T65783,0
D0J4RI,T78205,0
D03TSY,T11241,0
D03PEA,T92185,0
D0R7OD,T44068,0
D0E3FR,T18616,0
D0U3GL,T78581,0
D0K2ID,T48268,0
D03FLT,T63465,0
D05VGC,T44919,0
D03ZEL,T02719,0
D05ONA,T65783,0
D08HOK,T08133,0
D0FP0D,T48268,0
D06QKW,T79780,0
D0A6IQ,T61243,0
D0E1WH,T59328,0
D02NZI,T51115,0
D01CNF,T87023,0
D0S4MN,T99524,0
D0O8AN,T62841,0
D0D9YW,T43206,0
D0Y3WN,T69485,0
D0R1ZD,T69485,0
D0BN4Y,T50089,0
D0NL5K,T60182,0
D00HTO,T11448,0
D0E6YT,T71192,0
D09AZM,T03818,0
D0XM1U,T67162,0
D05AAD,T95605,0
D0A8PD,T25705,0
D05CYD,T42392,0
D0Y5QR,T20709,0
D05VIX,T53024,0
D0T0AG,T20331,0
D0U3GL,T15556,0
D0PB6B,T96079,0
D0P6KN,T51385,0
D0VR8J,T92689,0
D0S5DR,T22118,0
D0G1UE,T55654,0
D0L9RP,T27944,0
D02VJX,T60362,0
D0T6TW,T55654,0
D0W8JK,T77913,0
D0G3OY,T78709,0
D0J1AV,T76846,0
D0G6EI,T96235,0
D02VPW,T53186,0
D08ZIH,T76685,0
D0E9AY,T30219,0
D0U5CS,T79780,0
D06EES,T07173,0
D0A1GQ,T04210,0
D04FHG,T53024,0
D0X0OP,T13714,0
D0MT5C,T38161,0
D01WXZ,T67894,0
D0MQ3X,T23666,0
D0Z1WA,T28309,0
D09RGZ,T11448,0
D00CDM,T07173,0
DT56YX,T13852,0
D01CCG,T64765,0
D00AYW,T29500,0
D0YB0K,T27944,0
D0G0RT,T00890,0
D0XH1H,T46482,0
D0M8VN,T88505,0
D0E9QX,T16156,0
D06NXY,T76846,0
D06XTT,T64830,0
D0T4PS,T29500,0
D0OC1W,T48703,0
D0E1EC,T78581,0
D07BSQ,T74238,0
D0G8XJ,T80513,0
D02FAA,T92144,0
D0K2EX,T58992,0
D0R3EL,T72168,0
D0MW7H,T16156,0
D01KWU,T31204,0
D08CTL,T73482,0
D0QX9K,T94085,0
D06BXT,T36557,0
D0D7UD,T80858,0
D0Y3DW,T60362,0
D01OXH,T13852,0
D09YFJ,T41580,0
D0Z6WI,T30687,0
D0E9LJ,T73859,0
D0K4GK,T38161,0
D03BRM,T46828,0
D02QOD,T44861,0
D0M8VN,T69485,0
D0GF4I,T51426,0
D0Q0LH,T29678,0
D06XMU,T47094,0
D0S8AN,T65783,0
D0B7GU,T13714,0
D0F8CC,T73482,0
D08OKJ,T56143,0
D0W6RV,T51426,0
D07ZNP,T62193,0
D0A8EK,T72267,0
D0R4RN,T13852,0
D0I4DQ,T56588,0
D03PYX,T30687,0
D0AJ2T,T24793,0
D0UX4A,T63465,0
D04XCO,T76846,0
D0S4FV,T64830,0
D06RNM,T20709,0
D00ECO,T08922,0
D06SBK,T88505,0
D0C5FN,T65197,0
D53QMP,T75797,0
D0EK6P,T58130,0
D0DX8T,T87023,0
D01VLV,T47094,0
D00PJJ,T25705,0
D02JXQ,T36075,0
D01OIJ,T23714,0
D0S8RD,T21038,0
D0T6ID,T90782,0
D0X0OP,T28213,0
D03TSY,T02719,0
D92KUQ,T62974,0
D00CRA,T58130,0
D0I8FI,T26073,0
D01HCL,T69091,0
D0WS1V,T15497,0
D03ZPH,T85467,0
D0G2VT,T38012,0
D02RQP,T89534,0
D0Y8UB,T82146,0
D0K0MW,T78709,0
D04PBD,T55956,0
D0EJ6O,T16691,0
D05EOW,T15497,0
D04WXI,T86273,0
D04BOQ,T22118,0
D0I1LH,T97413,0
D0XL8C,T87166,0
D02YNH,T61657,0
D06OBX,T46482,0
D03TDN,T46828,0
D03OGA,T46937,0
D0F6CT,T28893,0
D00HIG,T25608,0
D0E1WH,T73859,0
D0U5YT,T61622,0
D07LWT,T99816,0
D0N8MQ,T35664,0
D03BZW,T83813,0
D07OSA,T42822,0
D03GHN,T78205,0
D09CUJ,T80858,0
D0J4RI,T37046,0
D00ZCU,T29500,0
D0W9ZT,T73724,0
D0Z1WA,T59881,0
D0B7GU,T73476,0
D0T1BU,T38161,0
D06PZN,T51408,0
D0K3UO,T13726,0
D06XZW,T47768,0
D0Y5ZT,T41580,0
D07EOD,T62974,0
D07WHS,T16156,0
D09ZQX,T33584,0
D01VSI,T46482,0
D00VCW,T52921,0
D01QKR,T62193,0
D0G5TU,T48703,0
D0Q2OK,T79062,0
D0CK9K,T88714,0
D0E6YT,T30985,0
D0U9TR,T44068,0
D0UV9F,T59328,0
D05AAD,T77796,0
D0BF4Z,T95923,0
D00PAG,T68876,0
D06XMU,T03346,0
D08ZIH,T69091,0
D0PN6Z,T28309,0
D0ZH3G,T39716,0
D09AAZ,T76414,0
D02YNH,T48703,0
D0MQ3X,T62841,0
D05HKB,T16156,0
D0Y2JI,T97613,0
D0I4ME,T87023,0
D0T9DI,T84117,0
D02EHY,T74456,0
D0M9RI,T02333,0
D01PGU,T73724,0
D01BPF,T07806,0
D04JSE,T10383,0
D04JPQ,T00488,0
D0YP0T,T76846,0
D0Z6DG,T77365,0
D0I2RB,T29683,0
D0Q2RP,T24983,0
D03GOI,T61622,0
D02EHY,T95302,0
D0E1UA,T24983,0
D0E7LU,T53186,0
D03FQP,T48703,0
D0C2DN,T79961,0
D0O7PT,T67710,0
D08EEU,T91894,0
D0L1KX,T38529,0
D0W1DI,T37693,0
D0E0MH,T62306,0
